"Site","stream","position","season","biomass_site_mean","number_site_mean","biomass_site_sd","number_site_sd","number_EPT","number_dip","number_fam","air temperature","Cl","conductivity","Cu","Flow","NH4","NO2","NO3","o2_mgL","o2_perc","pH","PO4","SO4","water_temp","max_sumTU_ms_pyr","Banks","curvature","depth","Distance field","distance housing","distance landscape-level","distance street","Flooding of shore","height landscape-level","Islands/Banks","land use: Agriculture","land use: Fallow","land use: Forest","land use: Housing","land use: Meadows & Pastures","land use: Other","max_width","min_width","pools","riffles","shading","shore vegetation cover:  Agriculture","shore vegetation cover:  Vegetation Free","shore vegetation cover: Forest","shore vegetation cover: Meadow","shore vegetation cover: Reed","shore vegetation cover: Shrubbery","shore vegetation cover: Tall Forbs","shore vegetation height:  Agriculture","shore vegetation height:  Meadow","shore vegetation height: Forest","shore vegetation height: Reed","shore vegetation height: Shrubbery","shore vegetation height: Tall Forbs","width","biomass_Diptera","number_Diptera","sd_biomass_Diptera","sd_number_Diptera","biomass_Ephemeroptera","number_Ephemeroptera","sd_number_Ephemeroptera","sd_biomass_Ephemeroptera","biomass_Trichoptera","number_Trichoptera","sd_biomass_Trichoptera","sd_number_Trichoptera","biomass_Plecoptera","number_Plecoptera","sd_biomass_Plecoptera","sd_number_Plecoptera"
"Hainbach_vine","Hainbach","vine","spring",16.2383249382716,101.666666666667,19.1873829572526,111.0966099939,2,7,8,12.3,12.6666666666667,198,0.05,0.225,0.0666666666666667,0.0133333333333333,1.5,9.75333333333333,92.4666666666667,8.0175,0.333333333333333,29.3333333333333,10.4,-2.8680789221442,2,6,38.6666666666667,13.5,1000,1.75,11,2,1.35,1,95,NA,NA,NA,NA,5,140,75,60,40,30,NA,NA,NA,NA,35,65,NA,NA,NA,NA,1.6,1.75,NA,109.333333333333,9.14596148148148,97.8444444444444,10.0373488578554,109.481149296498,6.77731530864198,3.78518518518519,14.8633683349966,6.75959168678699,0.315048148148148,0.037037037037037,1.63703819826924,0.192450089729875,0,0,0,0
"Hainbach_vine","Hainbach","vine","summer",8.14487352380952,22.3028571428571,11.000239592836,27.1687697627288,4,6,8,20.15,9.33333333333333,178.75,0.05,0.226666666666667,0.0666666666666667,0.0166666666666667,1.63333333333333,8.53333333333333,63.8666666666667,7.3675,1.33333333333333,26.3333333333333,17.15,0.55714605946791,1,6,12.6666666666667,20,900,10,12.5,2,2,1,100,NA,NA,NA,NA,NA,100,80,60,40,75,NA,NA,10,NA,NA,20,85,NA,NA,25,NA,3,2,93.3333333333333,1.45214933333333,20.6780952380952,2.64817446084119,26.2033899204663,0.532387809523809,0.744761904761905,0.993208890684434,1.1978723746531,6.16033638095238,0.88,10.483857488109,1.47509166658774,0,0,0,0
"Isenach_forest","Isenach","forest","autumn",0.236031666666667,3.2,0.415851230713539,3.6937120586112,3,4,7,16.3333333333333,21.6666666666667,164.333333333333,0.05,0.341111111111111,0.05,0.01,0.5,9.41,94.9,6.5,0.333333333333333,20.6666666666667,15.3,-7,6,NA,10.3333333333333,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,266,180,30,70,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,0.194323666666667,2.98,0.402974779130267,3.40540334319219,0.016792,0.04,0.0750961069563529,0.178885438199983,0,0,0,0,0.024916,0.18,0.0784164514425519,0.557815287292166
"Isenach_forest","Isenach","forest","spring",3.40525125,7.23125,4.98352231187473,7.61897243986527,5,5,8,11.425,27,187.25,0.0666666666666667,0.3475,0.0833333333333333,0.005,0.733333333333333,11.435,98.65,7.65,1.23333333333333,20,8.4,-2.75807740175678,2,4,22,NA,400,8,8,2,3.5,1,NA,NA,95,NA,NA,10,300,165,30,70,85,NA,NA,100,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,243.666666666667,0.920827916666667,6.275,1.68790072356692,7.07866196375647,1.47326979166667,0.447916666666667,2.95994530254799,0.731323614681408,0.145395833333333,0.0416666666666667,0.822483037650153,0.235702260395516,0.865757708333333,0.466666666666667,2.75668947492254,0.932872390017706
"Isenach_forest","Isenach","forest","summer",2.8730806504065,6.88130081300813,6.52054556222148,6.47824585645634,6,6,12,15.85,25,176,0.05,0.376666666666667,0.166666666666667,0.0133333333333333,1.43333333333333,9.66,96.375,7.21,0.6,25.3333333333333,14.6,-7,4,4,12.6666666666667,1000,575,7.5,17.5,2,4,1,NA,NA,97.5,5,NA,NA,250,176,10,90,95,NA,NA,100,NA,NA,NA,NA,NA,NA,17.5,NA,NA,NA,193.333333333333,0.644626991869919,6.14146341463415,0.982315070626472,6.42832611912051,1.38839577235772,0.354471544715447,5.79592690133219,1.05434961778869,0.741661788617886,0.268292682926829,2.88178892250361,1.0360703327561,0.0983960975609756,0.117073170731707,0.386845543110413,0.449389830227827
"Isenach_vine","Isenach","vine","autumn",11.7154644444444,74.3086419753086,13.5979584522185,81.4547520519553,5,7,11,19.0333333333333,100,935.666666666667,0.0666666666666667,0.134444444444444,0.166666666666667,0.03,1.33333333333333,6.23666666666667,64.6666666666667,6.42666666666667,0.633333333333333,99,16.6666666666667,-0.545690286224629,1,NA,48.3333333333333,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,420,380,100,0,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,9.37651358024691,72.2123456790123,12.1100831957131,80.5511867564713,0.0491496296296296,0.0592592592592593,0.177648847264689,0.21350420507345,2.2898012345679,2.03703703703704,2.62886012140587,2.2229827758335,0,0,0,0
"Isenach_vine","Isenach","vine","spring",12.1621567741935,93.8494623655914,7.92355231466943,69.600751310849,3,6,7,12.575,100,851,0.05,0.245,0.166666666666667,0.0166666666666667,1.6,11.595,108.505,7.9525,1.8,81,10.325,-0.988866974013673,1,6,49.3333333333333,12.5,750,0.3,200,2,1,1,90,NA,NA,NA,30,50,450,340,70,30,40,NA,NA,50,100,50,NA,NA,NA,0.1,20,1.2,NA,NA,381.666666666667,10.1321015053763,93.0451612903226,7.69920170879663,69.4473301880706,1.19477268817204,0.606451612903226,2.82211880289043,1.36781575960005,0.835282580645161,0.197849462365591,2.80917964668991,0.466820251224607,0,0,0,0
"Isenach_vine","Isenach","vine","summer",8.10489904761905,81.6047619047619,6.57218162545115,57.2753864715934,4,6,11,20.425,100,658.25,0.0666666666666667,0.165833333333333,0.0666666666666667,0.0166666666666667,5.2,7.46333333333333,75.1,7.3575,0.5,61.6666666666667,16.2,-1.02718906497781,1,7,48.6666666666667,12.5,500,1,500,2,1,1,52.5,42.5,NA,NA,10,NA,410,370,100,0,50,NA,NA,10,80,32.5,NA,22.5,NA,1,20,2.5,NA,1.5,383.333333333333,7.05240079365079,80.852380952381,5.85770258074203,57.1657800034854,0.151990793650794,0.177777777777778,0.467702285744846,0.465076656365697,0.90050746031746,0.574603174603175,2.09830784204497,1.26267684690845,0,0,0,0
"Kaiserbach_forest","Kaiserbach","forest","autumn",0.748827272727273,13.0212121212121,0.776226516434827,22.8687942585907,1,7,7,24.5666666666667,26,331,0.05,0.0355555555555556,0.05,0.00833333333333333,5.43333333333333,9.745,97,7.62666666666667,1.06666666666667,23.6666666666667,14.4666666666667,-7,4,NA,14,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,112,70,80,20,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.3333333333333,0.604398484848485,12.6727272727273,0.791335006106553,22.9549170220285,0.144428787878788,0.348484848484848,0.271035283494585,0.612715982671315,0,0,0,0,0,0,0,0
"Kaiserbach_forest","Kaiserbach","forest","spring",3.61839786666667,4.16266666666667,7.16610422889662,4.4410158997939,2,6,6,15.55,30,289.25,0.0666666666666667,0.23,0.0666666666666667,0.01,4.56666666666667,10.59,98.7333333333333,7.7425,0.266666666666667,17.6666666666667,10.1,-2.26340117219621,5,4,12,NA,NA,1.35,250,1,1.65,1,NA,NA,60,NA,50,30,120,105,20,80,60,NA,NA,27.5,NA,72.5,NA,NA,NA,NA,12.5,2,NA,NA,113.333333333333,0.638140533333333,2.36266666666667,0.699483240592707,1.74516050413284,2.93638933333333,1.76,6.78533138645089,3.74724590223965,0,0,0,0,0.043868,0.04,0.21934,0.2
"Kaiserbach_forest","Kaiserbach","forest","summer",1.70580080808081,6.34141414141414,2.71088965725827,12.5716696227819,5,7,11,18.35,31,298.25,0.0666666666666667,0.135833333333333,0.1,0.0133333333333333,4.06666666666667,10.295,126.775,7.4975,0.9,24.3333333333333,13.625,-7,5,6,14,530,1000,1,225,2,1,1,NA,NA,70,NA,50,10,105,61,80,20,75,NA,NA,40,NA,10,30,20,NA,NA,25,2,3,1,90,0.588235353535354,5.21414141414141,1.14912584658282,12.5132125457649,0.752593737373737,0.915151515151515,2.19418376267041,1.59515522818947,0.319323232323232,0.151515151515152,1.43363801278438,0.534184926175885,0.0456484848484848,0.0606060606060606,0.262230580931663,0.348155311911396
"Kaiserbach_vine","Kaiserbach","vine","autumn",1.658089,10.9166666666667,2.76093299488371,11.4715794249495,3,4,7,24.5666666666667,100,2272.66666666667,0.0666666666666667,0.183333333333333,0.0666666666666667,0.00833333333333333,2.03333333333333,8.475,88.7,7.42666666666667,0.833333333333333,107.666666666667,18.0666666666667,-0.541832922743675,3,NA,30,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,190,160,70,30,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178,0.222978333333333,10.2033333333333,0.321710224418376,11.6150029013195,0,0,0,0,1.43511066666667,0.713333333333333,2.78644803475461,1.22814937088002,0,0,0,0
"Kaiserbach_vine","Kaiserbach","vine","spring",5.46410896551724,23.0229885057471,6.7421323929944,20.1159675647811,3,4,6,13.125,66.6666666666667,867,0.0833333333333333,0.309166666666667,0.15,0.01,4.03333333333333,10.4866666666667,97.5,8.0525,0.433333333333333,53.6666666666667,9.975,-1.58632156569333,4,5,37,7,NA,1.25,20,2,1.95,1,77.5,NA,5,NA,20,NA,300,150,60,40,30,NA,20,20,55,NA,10,20,NA,0.2,10,NA,1,0.7,205,3.09612965517241,21.7241379310345,4.17671608160012,19.500978600906,1.68789885057471,1.17241379310345,3.70427299842543,2.10935311240646,0.680080459770115,0.126436781609195,2.65568636256447,0.52261395129757,0,0,0,0
"Kaiserbach_vine","Kaiserbach","vine","summer",11.1828552380952,11.6438095238095,11.1094963305289,13.2097601355387,7,6,11,20.475,100,1192.75,0.05,0.230833333333333,0.0833333333333333,0.01,1.7,8.555,90.175,7.8225,1.5,59.6666666666667,17.45,-1.27291780769284,2,6,22.3333333333333,7.5,1000,2,275,2,2,1,65,NA,NA,NA,35,NA,198,52,80,20,80,NA,NA,20,10,NA,45,30,NA,1,15,NA,4,2,159.666666666667,0.351575238095238,7.67619047619048,0.478877072682921,12.3018904212527,1.44857733333333,2.07238095238095,3.80751357063853,4.09544211595241,9.38270266666667,1.8952380952381,10.8375726858122,1.65638283869098,0,0,0,0
"Klingbach_forest","Klingbach","forest","autumn",2.14915974358974,11.5846153846154,3.01333489746595,7.45206447618812,4,6,9,22.0666666666667,18.3333333333333,393.333333333333,0.05,0.252222222222222,0.0666666666666667,0.00666666666666667,1.7,9.07,91.2,7.53666666666667,0.5,10,16.1666666666667,-7,5,NA,8.66666666666667,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,276,200,30,70,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221.666666666667,0.585248717948718,9.96666666666667,0.676685321318608,7.20198120889893,0.645930256410256,1.45128205128205,0.841803099689086,1.91018860660944,0.917980769230769,0.166666666666667,2.89624921773237,0.492160768674447,0,0,0,0
"Klingbach_forest","Klingbach","forest","spring",13.4234189583333,57.8958333333333,9.51953124073574,64.7730461608884,2,5,4,10.5,25.6666666666667,357,0.0666666666666667,0.319166666666667,0.116666666666667,0.01,1.65,10.4333333333333,65.5666666666667,8.05,0.333333333333333,17.6666666666667,9.875,-6.22698574603939,5,3,11.5,NA,NA,0.9,400,1,0.6,2,NA,NA,100,NA,NA,NA,400,220,10,90,70,NA,NA,100,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,273.333333333333,11.1822772916667,56.6875,9.84692436241224,64.9890190614254,2.22230416666667,1.17708333333333,3.13779847498016,1.69541734217794,0.0188375,0.03125,0.106560991924813,0.176776695296637,0,0,0,0
"Klingbach_forest","Klingbach","forest","summer",16.1361942528736,9.22528735632184,16.6679391910079,8.38112796502145,4,4,7,19.825,19,348,0.05,0.271666666666667,0.05,0.01,2.26666666666667,9.17666666666667,94.7,7.825,0.666666666666667,10,16.55,-7,2,4,NA,1000,NA,10.5,60,1,2,2,NA,NA,100,NA,NA,NA,NA,NA,10,90,80,NA,NA,70,NA,NA,20,10,NA,NA,20,NA,4,1,NA,0.86290183908046,5.84597701149425,2.35948135330755,7.32178969032121,1.56009126436782,1.51494252873563,3.8343061488317,2.36004415829848,13.7132011494253,1.86436781609195,16.5596108545936,2.12934767256858,0,0,0,0
"Klingbach_vine","Klingbach","vine","autumn",3.93998361111111,16.6611111111111,5.79333645574505,18.150630248614,3,4,7,24.5,17.3333333333333,417.666666666667,0.05,0.271111111111111,0.0666666666666667,0.0133333333333333,2.13333333333333,8.645,91.15,7.47666666666667,0.733333333333333,25,18.2,-0.558605957091125,5,NA,9.33333333333333,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,255,187,30,70,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245.666666666667,0.753686944444445,15.425,0.694418862453577,17.6050477225712,0.432698333333333,0.636111111111111,0.993320903274529,1.14444327189096,2.75359833333333,0.6,5.48901784401297,0.975645457105712,0,0,0,0
"Klingbach_vine","Klingbach","vine","spring",5.25067833333333,12.747619047619,7.3459338878012,35.7144936384306,2,9,8,12.475,29.6666666666667,437.75,0.0666666666666667,0.324166666666667,0.0833333333333333,0.0166666666666667,4.1,10.4533333333333,97.3666666666667,8.0375,0.266666666666667,31,9.825,-0.511012100742246,3,6,15.6666666666667,100,250,0.5,325,2,0.55,1,42.5,NA,NA,15,50,NA,310,210,30,70,30,NA,NA,NA,70,NA,30,NA,NA,0.1,NA,NA,0.6,NA,280,0.967695952380952,9.70714285714286,2.44168624758497,35.9909103261128,3.72570976190476,2.95714285714286,5.31473067575897,4.34428679398395,0.557272619047619,0.0833333333333333,2.35372655606915,0.309320242379446,0,0,0,0
"Klingbach_vine","Klingbach","vine","summer",6.41022457142857,17.1619047619048,12.4418426982752,18.5668077279415,3,6,8,20.625,22.6666666666667,428.25,0.05,0.271666666666667,0.0666666666666667,0.02,2.13333333333333,8.53,90.05,7.7775,1.03333333333333,24,17.625,-0.935495656138029,2,6,12.1666666666667,10,550,1,100,1,1,1,45,NA,NA,10,50,NA,284,200,60,40,70,NA,NA,40,NA,NA,30,30,NA,NA,15,NA,2.5,1.5,236.666666666667,1.08186304761905,14.8266666666667,2.86860675397299,17.3685103082215,0.762617904761905,1.7847619047619,1.08467819548903,2.40462983246607,4.56574361904762,0.55047619047619,11.9210190139522,1.20264880395661,0,0,0,0
"Kropsbach_forest","Kropsbach","forest","autumn",2.10770071428571,43.3238095238095,2.62423995177994,47.5863095928881,1,8,7,22,22.3333333333333,186.666666666667,0.05,0.127777777777778,0.0833333333333333,0.00666666666666667,0.5,9.26333333333333,96.7333333333333,6.36,0.4,26.3333333333333,15.7333333333333,-7,5,NA,7.33333333333333,NA,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,100,45,30,70,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.3333333333333,1.65754357142857,43.2666666666667,2.01483217717123,47.6168037566572,0,0,0,0,0.450157142857143,0.0571428571428571,1.78502994849626,0.209812211325185,0,0,0,0
"Kropsbach_forest","Kropsbach","forest","spring",5.65699711111111,22.8466666666667,6.01499916747275,24.8979843465505,5,7,10,13.35,28.6666666666667,199.5,0.05,0.33,0.0666666666666667,0.01,0.666666666666667,10.7666666666667,99.5666666666667,7.7,0.766666666666667,26,9.225,-6.2689404792661,4,4,9,NA,450,12,20,2,6.25,1,NA,NA,100,NA,NA,NA,200,100,20,80,70,NA,30,85,NA,NA,NA,NA,NA,NA,17.5,NA,NA,NA,137,1.93370044444444,21.2511111111111,2.10685806192107,24.9366503622662,0.142133333333333,0.133333333333333,0.445948654673791,0.406838102172486,0.129966666666667,0.0333333333333333,0.711856750570881,0.182574185835055,3.45119666666667,1.42888888888889,4.9440357482321,2.11534682958867
"Kropsbach_forest","Kropsbach","forest","summer",9.81899564102564,32.0282051282051,9.97467339227273,35.58074472059,6,11,14,18.65,20.3333333333333,170.75,0.0666666666666667,0.209166666666667,0.05,0.01,1.06666666666667,9.6825,98.6,7.1925,0.7,27.6666666666667,14.975,-7,4,6,9.66666666666667,1000,750,12,20,2,6.25,3,NA,NA,100,NA,NA,NA,120,36,40,60,50,NA,5,30,NA,NA,30,37.5,NA,NA,20,NA,2,1,98.3333333333333,3.36148076923077,30.1179487179487,5.50301315839155,35.3222991962984,0.107907692307692,0.0769230769230769,0.550223428743689,0.392232270276368,4.27208717948718,0.812820512820513,7.92725392214915,1.48497892010708,2.07752,1.02051282051282,4.90242220862137,2.20744350722886
"Kropsbach_vine","Kropsbach","vine","autumn",16.0888814285714,66.7761904761905,15.777669139822,66.9691611707433,4,6,8,25.1333333333333,50.3333333333333,439.666666666667,0.05,0.163333333333333,0.116666666666667,0.00833333333333333,0.833333333333333,8.91333333333333,96.7,6.91666666666667,0.733333333333333,46.3333333333333,19,-0.567701870877257,1,NA,28.6666666666667,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,135,55,10,90,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.6666666666667,5.25374785714286,63.0809523809524,4.47889173738805,65.3878592250794,0.398926904761905,0.526190476190476,0.576566449567627,0.743994177974983,10.4362066666667,3.16904761904762,13.3249637676637,2.76137272136349,0,0,0,0
"Kropsbach_vine","Kropsbach","vine","spring",21.7473892063492,82.7396825396825,19.448334064925,61.0604687712177,3,6,7,16.85,76.3333333333333,437.25,0.05,0.358333333333333,0.05,0.0166666666666667,1.73333333333333,10.6033333333333,103.9,8.405,0.6,40.3333333333333,12.05,-0.364756369924837,1,6,31.6666666666667,11.5,70,1.15,35,2,1.2,1,75,NA,NA,10,20,NA,220,100,30,70,5,NA,NA,NA,80,NA,25,70,NA,0.1,NA,NA,2.5,0.05,153.333333333333,9.9670653968254,79.6444444444444,7.59198651582622,58.3129615221306,2.76328412698413,1.34920634920635,5.02958434220981,2.49104215245166,9.01703968253968,1.74603174603175,16.7048190294817,2.88464278917928,0,0,0,0
"Kropsbach_vine","Kropsbach","vine","summer",23.4838613333333,67.7844444444444,21.6102628928995,80.7706932233489,5,7,11,22.95,22,364.75,0.05,0.196666666666667,0.05,0.01,1.33333333333333,9.36,101.925,8.115,1,42,18.175,-0.80570745214986,1,6,9,17.5,600,2,107.5,2,2,1,100,NA,NA,NA,NA,NA,160,16,10,90,50,NA,NA,NA,50,NA,50,NA,NA,0.2,NA,NA,0.75,NA,78.6666666666667,2.82888622222222,62.5266666666667,2.45481420169422,78.0045727120191,0.586809777777778,0.708888888888889,0.973800663279202,1.0913078144361,20.0681653333333,4.54888888888889,19.9622043877561,4.03314555783409,0,0,0,0
